,title,location,salary,Experience,date
2239,Senior Data Analyst,"Arlington, VA",69000,7,7/31/17
1840,Data Analyst - IT Administrator,"Allen, TX",68000,10,10/14/20
3085,Data Analyst,"Los Angeles, CA",114000,8,4/29/19
1267,Data Analyst,"Los Angeles, CA",114000,7,7/3/18
2201,Data Analyst,"Fort Meade, MD",62500,6,4/5/20
92,Information Technology Specialist,"Washington, DC",75658,7,12/22/17
123,Information Technology Specialist,"Washington, DC",75658,7,12/10/19
2815,Data Analyst,"Los Angeles, CA",106500,7,11/7/18
355,Interdisciplinary Architect or General Engineer,"Arlington, VA",119244,9,1/17/20
889,Program Analyst (Data Analyst),"Washington, DC",98615,3,7/25/17
886,Program Analyst (Data Analyst),"Washington, DC",98615,8,11/9/19
1495,Senior Analyst - Client Data,"Scottsdale, AZ",84500,3,7/23/20
3289,Senior Analyst - Client Data,"Scottsdale, AZ",84500,3,12/8/20
1807,Data Analyst,"San Antonio, TX",52500,11,2/25/17
96,SQL Developer — Microsoft,"Arlington, VA",145600,8,11/26/19
917,Intelligence Analysis Development Program (IADP),"Fort Meade, MD",56572.5,10,11/14/19
902,Human Resources Analyst,"Washington, DC 20505 (Foggy Bottom area)",99017.5,7,9/22/19
854,IT CYBERSECURITY SPECIALIST (INFOSEC),"Fort Meade, MD",100280,11,10/4/17
1021,IT CYBERSECURITY SPECIALIST (INFOSEC),"Fort Meade, MD",100280,11,2/5/19
2014,Data Analyst,"Aurora, CO",70000,3,2/17/17
2637,Data Analyst,"Saint Louis, MO",104500,6,7/16/18
2289,Senior Data Analyst,"Boston, MA",76500,11,9/15/17
1584,Data Analyst - Data Scanning utilizing Rochade,"New York, NY",69500,6,5/15/19
2347,Data Analyst (NEXT Memphis,"Memphis, TN",104500,9,1/11/20
2412,Data Analyst,"Albuquerque, NM",55500,7,5/26/19
350,Senior Site Reliability Engineer,"Washington, DC•Remote",155000,4,6/29/20
2206,Senior Data Analyst,"Washington, DC",62500,10,4/23/19
3316,"Software Developer Engineer, IT - Enterprise Data","Phoenix, AZ",111000,6,10/2/18
1816,Data Analyst - Retail (Entry Level),"Arlington, TX",36000,8,8/13/20
2409,Data Analyst,"Albuquerque, NM",55500,7,6/5/17
959,G8 Senior Force Development (RSO) Analyst,"Washington, DC 20310",105000,6,10/25/17
1573,Data Analyst,"New York, NY",66500,6,2/15/19
672,Computer Design Engineer,"Fort Meade, MD",82066.5,7,10/31/17
2928,Data Analyst - Tableau Specialist,"Sterling, VA",73000,8,3/3/18
2858,"Data Analyst (Hive, Hadoop, Zeppelin, PySpark)","San Jose, CA",126000,8,8/9/17
2235,Data Analyst - Senior Consultant,"Washington, DC",69000,6,6/19/20
3049,Data Analyst,Remote,92500,4,8/29/17
2342,Data Analyst - (Work From Home) - ID,"Las Vegas, NV",57000,8,1/1/19
2211,Data Analyst,"Fort Meade, MD",84500,6,9/10/19
3059,Data Analyst,United States,92500,5,2/15/18
2678,Data Analyst,"New York, NY",115500,3,6/12/20
1454,Senior Analyst,"Glendale, CA",64000,10,8/7/17
3248,Senior Analyst,"Glendale, CA",64000,8,12/22/18
1799,Senior Data Analyst,"Philadelphia, PA",40500,11,6/16/19
2228,Senior Data Analyst,"Washington, DC",81500,5,12/23/18
2960,Senior Data Analyst,"Beaverton, OR",82000,6,1/5/20
1429,Data Analyst -1+ year Contract - NYC,"New York, NY",68000,10,2/18/19
3223,Data Analyst -1+ year Contract - NYC,"New York, NY",68000,9,4/29/19
3246,Senior Data Analyst,"Los Angeles, CA",73500,11,7/7/18
1452,Senior Data Analyst,"Los Angeles, CA",73500,10,3/22/18
1750,Data Analyst,"Chicago, IL",79500,5,4/5/20
2218,Data Analyst,"Herndon, VA",63000,6,2/15/18
2172,Data Analyst,"Washington, DC",93000,9,1/23/19
2494,Data Analyst,"Raleigh, NC",62500,3,7/29/19
2532,Data Analyst,"Irvine, CA",90500,7,1/20/17
901,BUDGET MANAGEMENT ANALYST I/II,"Landover, MD 20785",53183,4,2/28/19
2339,Data Analyst,"Oregon City, OR",112000,11,8/18/17
1527,Senior Data Analyst,"Austin, TX",64000,8,8/13/17
1428,Senior Analyst - Digital Marketing,"New York, NY",127500,10,4/20/20
3222,Senior Analyst - Digital Marketing,"New York, NY",127500,5,7/22/17
2113,Data Analyst,"Fort Meade, MD",66000,11,7/16/19
2282,Data Analyst,"Boston, MA",61500,4,5/19/20
1781,Senior Analyst - Client Data,"Scottsdale, AZ",61500,5,4/11/20
415,Senior Network Design Engineer,"Gaithersburg, MD 20878",142500,3,1/10/20
2455,Senior Data Analyst,"Atlanta, GA",39000,4,5/15/19
1236,Cloud Engineer (EUC),"San Antonio, TX",40500,6,12/1/19
2176,Data Analyst,"Washington, DC",93000,7,5/8/18
2952,Data Analyst,"Oklahoma City, OK",44500,8,1/24/18
2724,Data Analyst,Remote,92500,7,5/15/17
2265,Data Analyst,"Boston, MA",86000,8,6/26/19
1509,Data Analyst,"Dallas, TX",57000,10,11/18/20
2497,Data Analyst,"Durham, NC",62500,8,9/12/18
2930,Data Analyst - Arlington VA,"Crystal City, VA",70000,4,4/16/18
218,PEGA Application Developer Sr. (Remote),United States•Remote,101700,6,12/16/17
151,OO Software Developer,"Fort Meade, MD",210000,9,3/28/20
1252,Cloud Engineer,"Westlake, TX",102000,3,9/20/18
947,Management Analyst,"Washington, DC",56531.5,5,1/29/19
960,Senior Program Analyst,"Washington Navy Yard, DC",140908,11,5/19/18
943,PROGRAM ANALYST,"Arlington, VA",140908,4,7/13/17
965,Operations Reseach Analyst,"Andrews AFB, MD",49736.5,6,3/11/17
964,Supervisory Auditor (Deputy Executive Director),"Washington, DC",158314,4,10/26/18
944,OPERATIONS RESEARCH ANALYST,"Fort Belvoir, VA",140908,11,3/13/17
957,OPERATIONS RESEARCH ANALYST,"Fort Belvoir, VA",140908,4,9/1/19
1010,INFORMATION TECHNOLOGY SPECIALIST(SYSANALYSIS),"Fort Meade, MD",119244,8,10/21/18
832,INFORMATION TECHNOLOGY SPECIALIST(SYSANALYSIS),"Fort Meade, MD",119244,9,8/1/17
932,Management & Program Analyst,"Alexandria, VA•Temporarily Remote",119244,5,8/16/20
935,Procurement Analyst,"Washington, DC•Temporarily Remote",100280,7,1/21/19
887,Policy Analyst,"Washington, DC•Temporarily Remote",110998,4,7/30/17
975,Supervisory Budget Analyst,"Washington, DC",158314,3,10/16/18
867,IT SPECIALIST (POLICY & PLANNING),"Arlington, VA•Remote",131488,11,1/30/19
1026,IT SPECIALIST (NETWORK),"Fort Belvoir, VA",110998,11,10/17/20
827,LOGISTICS MANAGEMENT SPECIALIST,"Washington Navy Yard, DC",140908,6,12/24/18
926,Sr. System Administrator,"Fort Meade, MD",162500,11,7/7/17
929,Management & Program Analyst,"Alexandria, VA•Temporarily Remote",119244,4,5/2/17
918,FINANCIAL ANALYST,"Washington, DC•Temporarily Remote",128613,8,11/24/17
865,IT SPECIALIST (POLICY & PLANNING),"Arlington, VA•Remote",131488,11,12/22/19
850,IT SPECIALIST (NETWORK),"Fort Belvoir, VA",110998,7,6/16/19
895,SUPERVISORY POLICY ANALYST,"Camp Springs, MD",158314,9,1/1/20
899,Management and Program Analyst,"Alexandria, VA",119244,7,12/26/20
1045,IT SPECIALIST (POLICY & PLANNING),"Arlington, VA•Remote",131488,5,7/19/19
890,Policy Analyst,"Washington, DC•Temporarily Remote",110998,9,12/8/17
954,PROGRAM ANALYST,"Arlington, VA+1 location",140908,6,11/16/20
909,FINANCIAL ANALYST,"Washington, DC•Temporarily Remote",128613,8,1/3/17
889,Program Analyst (Data Analyst),"Washington, DC",98615,3,7/25/17
886,Program Analyst (Data Analyst),"Washington, DC",98615,8,11/9/19
902,Human Resources Analyst,"Washington, DC 20505 (Foggy Bottom area)",99017.5,7,9/22/19
917,Intelligence Analysis Development Program (IADP),"Fort Meade, MD",56572.5,10,11/14/19
1210,Senior Security Compliance Analyst - SAP Fieldglass,"Chicago, IL",68500,11,4/16/19
1219,Senior Security Compliance Analyst - SAP Fieldglass,"Chicago, IL",68500,3,9/26/18
2499,Data Analyst,"Raleigh, NC",62500,7,11/25/20
862,Knowledge Management Program Specialist,"Washington, DC 20036 (Dupont Circle area)",50097.5,11,1/18/18
941,Senior Business Analyst,"Washington, DC•Temporarily Remote",97500,7,9/3/19
952,PROGRAM ANALYST,"Arlington, VA",140908,3,4/25/19
946,STRATEGIC ANALYST,"Arlington, VA•Remote",140908,9,5/29/18
853,IT Program Manager (Deputy Director),"Washington, DC",158314,10,10/28/19
956,Public Health Analyst PD 18R007 / 18R008 - Health Systems Bu...,"Rockville, MD",110998,11,1/14/17
860,Budget Analyst,"Washington, DC",100280,5,7/23/18
928,Management and Program Analyst,"Arlington, VA+1 location",110998,10,3/30/17
939,INTELLIGENCE SPECIALIST,"Fort Meade, MD+1 location",100280,10,7/25/17
876,IT SPECIALIST (ENTARCH/NETWORK),"Arlington, VA•Remote",163714,8,1/12/20
930,PROGRAM ANALYST,"Arlington, VA+1 location",119244,9,7/28/18
882,Senior Level Supply Chain/Risk Management Intelligence Analy...,"Washington, DC 20024 (Southwest Federal Center area)",180000,4,10/3/19
885,Senior Logistics Analyst,"Arlington, VA 22204 (Alcova Heights area)•Temporarily Remote",92500,6,9/25/17
924,Management Analyst,"Washington, DC",107824.5,8,4/11/18
920,MANAGEMENT ANALYST,"Washington Navy Yard, DC",93056,8,9/21/17
914,"Program Analyst, GS-343-11/12","Washington, DC",93056,8,3/3/18
912,Social Science Research Analyst,"Washington, DC",100280,9,12/20/18
910,Program Analyst,"Washington, DC",119244,8,12/19/18
906,"Program Analyst, GS-343-11/12","Washington, DC",93056,9,4/2/19
903,Policy and Program Analyst,"Washington, DC",76689,5,6/8/17
900,Management & Program Analyst,"Washington, DC",100280,4,8/29/18
897,Military Analyst,"Washington, DC 20505 (Foggy Bottom area)",108678,11,11/27/18
896,PROGRAM ANALYST (SC-COP),"Arlington, VA",103774,6,11/11/18
892,"Intelligence Analyst, Senior","Washington, DC 20260 (Southwest Federal Center area)",99820,6,2/18/18
933,PROGRAM ANALYST,"Arlington, VA+1 location",119244,4,1/6/17
810,Information Technology Specialist (Computer Specialist),"Washington, DC",119244,10,8/12/19
402,Sr. System Engineer,"Fort Meade, MD",133500,3,8/5/20
1022,IT Specialist (Policy and Planning),"Washington, DC",100280,5,5/23/17
1034,Budget Analyst,"Washington, DC",100280,6,7/22/19
1001,IA Security Specialist-Senior,"Crystal City, VA+1 location",155000,11,10/12/19
836,IT PROGRAM MANAGER (PLCYPLN),"Washington Navy Yard, DC",113470.5,5,10/12/19
1056,IT SPECIALIST (ENTARCH/NETWORK),"Arlington, VA•Remote",163714,9,2/24/19
989,Information Technology Specialist (Computer Specialist),"Washington, DC",119244,8,8/22/18
837,IT PROGRAM MANAGER (PLCYPLN),"Washington Navy Yard, DC",113470.5,4,8/25/17
982,PROGRAM ANALYST,"Arlington, VA",119244,10,9/4/18
981,Supervisory International Trade Compliance Analyst,"Washington, DC•Temporarily Remote",140908,7,9/16/19
978,LANGUAGE SPECIALIST,"Fort Meade, MD",100280,11,2/18/20
839,IT Cybersecurity Specialist (INFOSEC),"Arlington, VA",158314,8,11/8/17
817,IT SPECIALIST (CUSTSPT),"Fort Meade, MD",117253.5,10,9/9/19
1033,IT Program Manager (Deputy Director),"Washington, DC",158314,7,12/4/20
1024,Regulatory Specialist,"Arlington, VA",86745.5,11,12/30/17
973,MANAGEMENT AND PROGRAM ANALYST,"Anacostia, DC",119244,7,5/24/17
972,MANAGEMENT AND PROGRAM ANALYST,"Anacostia, DC",119244,8,12/9/20
961,Science Analyst,"Alexandria, VA•Remote",103773,10,8/1/19
1054,IT SPECIALIST (ENTARCH/NETWORK),"Arlington, VA•Remote",163714,8,11/1/20
963,Policy Analyst,"Washington, DC",77355,5,5/27/19
824,LOGISTICS MANAGEMENT SPECIALIST,"Washington Navy Yard, DC",110998,5,12/12/17
1039,Statistician,"Rockville, MD",119244,3,10/18/18
848,Regulatory Specialist,"Arlington, VA",86745.5,10,1/4/17
1037,Knowledge Management Program Specialist,"Washington, DC 20036 (Dupont Circle area)",50097.5,10,3/2/17
1036,Knowledge Management Program Specialist,"Washington, DC 20036 (Dupont Circle area)",50097.5,4,10/17/20
825,INTELLIGENCE SPECIALIST,"Fort Meade, MD",100280,7,8/9/18
845,IT Specialist (Policy and Planning),"Washington, DC",100280,3,1/19/18
823,LOGISTICS MANAGEMENT SPECIALIST,"Arlington, VA",165747.5,11,1/12/18
843,Public Health Analyst PD 18R007 / 18R008 - Health Systems Bu...,"Rockville, MD",110998,5,8/29/19
1216,Senior Security Engineer,"Dallas, TX",107500,11,10/22/20
1217,Senior Security Engineer,"Fort Worth, TX",92500,10,1/25/20
1213,"Senior Security Analyst, IAM","Mooresville, NC",48000,6,3/3/17
977,Senior Business Analyst - Mobile Applications,"Washington, DC•Temporarily Remote",144560,7,12/17/18
1294,Senior Analyst,"Chicago, IL",86000,11,9/8/20
3109,Senior Analyst,"Chicago, IL",86000,4,12/4/17
1218,Senior Security Analyst (GRC ),"Chicago, IL",67000,11,3/5/19
1209,Senior Security Analyst (GRC ),"Chicago, IL",67000,9,3/31/19
901,BUDGET MANAGEMENT ANALYST I/II,"Landover, MD 20785",53183,4,2/28/19
859,IT Project Manager,"Arlington, VA",140908,8,3/18/20
1032,IT Project Manager,"Arlington, VA",140908,4,11/27/18
2450,"Data Analyst - Merchant, Credit Card or Banking Services (not IT)","Alpharetta, GA",57500,4,9/10/17
2368,DATA ANALYST,"Towson, MD",57000,6,8/12/18
2204,Data Analyst,"Arlington, VA",62500,6,10/14/19
921,Operations Research Analyst,"Washington, DC",138858,6,8/24/18
925,Program Analyst,"Fort Belvoir, VA•Temporarily Remote",93056,6,5/19/20
949,Program Analyst,"Washington, DC",110998,7,6/4/17
923,Management and Program Analyst,"Laurel, MD",100280,4,8/20/19
953,Program Analyst,"Arlington County, VA",119244,7,5/30/19
904,FINANCIAL MANAGEMENT ANALYST,"Washington Navy Yard, DC",147515,8,2/17/17
962,"Management and Program Analyst, GS-0343-13/14 (MAP)","Silver Spring, MD",131488,6,12/27/19
1003,INTELLIGENCE SPECIALIST,"Fort Meade, MD",100280,6,10/20/17
2029,Data Analyst,"Phoenix, AZ",55000,10,8/19/17
967,Intelligence Reports Officer (IRO) - Senior level,"Alexandria, VA",75000,11,10/23/17
1048,LOGISTICS MANAGEMENT SPECIALIST,"Andrews AFB, MD",100280,8,1/15/19
913,Senior Analyst - Disability Evaluation System (DES) Program,"Arlington, VA 22202 (Aurora Highlands area)",82500,10,3/27/17
948,Budget Analyst,"Washington, DC",100280,6,1/18/19
1538,Data Analyst,"Grapevine, TX",55500,4,9/18/19
1212,Senior Security Incident Response Analyst - Manager/Lead,"Addison, TX",62000,3,4/7/17
1676,Senior Data Analyst,"Draper, UT",36500,4,6/15/18
1672,Senior Data Analyst,"Draper, UT",36500,6,1/22/19
2047,Senior Data Analyst,"Santa Clara, CA",86500,8,4/7/17
1169,Incentives and Proficiency Data Analyst - Senior LREC,United States,67500,8,10/21/20
2327,Senior Data Analyst,"Oklahoma City, OK",75500,6,9/26/20
1146,Incentives and Proficiency Data Analyst - Senior LREC,United States,67500,8,1/22/19
955,Financial Analyst,"Washington, DC•Temporarily Remote",79040,11,10/30/17
945,Senior Program Analyst,"Arlington, VA",123242,6,5/6/19
1089,Incentives and Proficiency Data Analyst - Senior LREC,United States,67500,9,6/27/20
1133,Incentives and Proficiency Data Analyst - Senior LREC,United States,67500,7,11/18/17
974,Senior Policy Advisor,"Washington, DC",140908,11,2/23/20
958,Senior Program Analyst,"Arlington, VA",123242,3,9/29/17
1139,Incentives and Proficiency Data Analyst - Senior LREC,United States,67500,9,4/9/18
1117,Incentives and Proficiency Data Analyst - Senior LREC,United States,67500,9,3/2/17
908,"Research Analyst II - Human Rights, Civil Society, and Inclu...","Washington, DC 20520 (Foggy Bottom area)",97500,5,8/24/19
916,"Research Analyst II - Human Rights, Civil Society, and Inclu...","Washington, DC 20520 (Foggy Bottom area)",97500,4,6/18/18
938,Management And Program Analyst,"Washington, DC",140908,5,2/1/20
983,Senior IT Support Specialist,"Bowie, MD 20715",90000,11,2/8/17
806,Senior IT Support Specialist,"Bowie, MD 20715",90000,3,3/29/17
1752,Data Analyst,"Northbrook, IL",79500,3,5/1/18
1211,Sr. Security Analyst,"San Diego, CA",18000,6,3/8/19
2963,Data Analyst,"Louisville, KY",44000,9,3/24/17
1031,Security Administrative Specialist (Senior-Level) - TS/SCI w...,"Chantilly, VA 20151",122000,11,6/11/19
846,Security Administrative Specialist (Senior-Level) - TS/SCI w...,"Chantilly, VA 20151",122000,11,7/21/19
3016,Senior Data Analyst,"Rialto, CA",47500,5,5/29/17
2532,Data Analyst,"Irvine, CA",90500,7,1/20/17
905,Management Analyst,"Washington, DC",63662,8,6/28/18
937,Budget Analyst,"Washington, DC",131488,5,6/20/17
942,Management and Program Analyst,"Washington, DC•Remote",106421,7,11/14/19
863,"Supervisory IT Cybersecurity Specialist (PLCYPLN/INFOSEC), G...","Alexandria, VA",140908,10,5/5/18
819,Information Technology Specialist,"Washington, DC",116801,7,1/4/18
1044,"Supervisory IT Cybersecurity Specialist (PLCYPLN/INFOSEC), G...","Alexandria, VA",140908,9,10/24/20
63,Software Engineer,"Washington, DC",102500,6,2/26/20
1504,Senior Analyst,"San Diego, CA",66000,11,7/18/20
893,PROGRAM ANALYST,"Washington Navy Yard, DC•Remote",147515,3,6/11/17
2211,Data Analyst,"Fort Meade, MD",84500,6,9/10/19
1283,Data Analyst,"El Segundo, CA",65000,8,4/6/18
991,"Senior Consumer Affairs Specialist, CG-0301-14","Washington, DC",175577.5,6,3/18/18
812,"Senior Consumer Affairs Specialist, CG-0301-14","Washington, DC",175577.5,4,4/3/17
2203,Data Analyst,"Mc Lean, VA",62500,8,10/17/19
1508,Senior Analyst,"San Diego, CA",88000,11,3/9/20
3060,'Data analyst,United States,49000,10,5/29/20
2843,Data Analyst,"Stanford, CA",150000,5,4/26/18
3055,Data Analyst,United States,51500,9,2/28/18
3047,Data Analyst,United States,92500,8,7/1/18
3094,Data Analyst,"Glendale, CA",49000,7,11/9/17
1277,Data Analyst,"Glendale, CA",49000,6,11/7/17
1444,Data Analyst,"Glendale, CA",95000,8,6/24/18
1705,Data Analyst,"Glendale, CA",53500,10,5/5/20
1826,Data Analyst,"Plano, TX",41500,3,1/26/18
3238,Data Analyst,"Glendale, CA",95000,11,6/9/17
3072,Data Analyst,"Los Angeles, CA",131000,9,6/5/19
927,Cyber Security Officer,"Washington, DC 20505 (Foggy Bottom area)",118314.5,10,10/30/17
969,All Source Analyst,"Arlington, VA",88000,6,4/22/17
951,OPERATIONS RESEARCH ANALYST,"Arlington, VA",140908,11,5/18/19
950,OPERATIONS RESEARCH ANALYST,"Arlington, VA",140908,5,7/5/18
971,All Source Analyst,"Arlington, VA",88000,8,10/4/19
1665,Data Analyst,"Salt Lake City, UT",36500,9,9/28/17
986,Information Technology Specialist (Network Services),"Washington, DC 20004 (Penn Quarter area)•Temporarily Remote",131488,7,10/10/17
808,Information Technology Specialist (Network Services),"Washington, DC 20004 (Penn Quarter area)•Temporarily Remote",131488,5,9/30/19
1658,Data Analyst,"Parsippany, NJ",106000,3,5/30/18
2088,Data Analyst,"Redmond, WA",107000,3,1/20/18
2882,Data Analyst,"Redmond, WA",115000,10,10/4/18
2063,Data Analyst,"Daly City, CA",99000,6,10/26/18
814,IT Specialist (INFOSEC) (DHA),"Washington, DC•Temporarily Remote",140908,3,3/25/18
2470,Data Analyst,"Kansas City, MO",65500,6,6/25/19
1428,Senior Analyst - Digital Marketing,"New York, NY",127500,10,4/20/20
3222,Senior Analyst - Digital Marketing,"New York, NY",127500,5,7/22/17
2669,Data Analyst,"Orlando, FL",48000,10,2/2/19
883,Intelligence Analyst,"Arlington, VA•Temporarily Remote",82000,8,10/13/20
1766,Senior Data Analyst,"Houston, TX",98500,7,3/29/19
2799,Data Analyst - Permanent Resident Required,"Jersey City, NJ",64500,3,2/26/18
