,title,company,salary,summary,location,Experience
4413,Project Manager,Total Systems Technologies Corporation,,"Serve as the project support to project managers including assisting with creating project plans, coordinating project activities, and tracking project…","Washington, DC",1
4414,Project/Program Manager,Insight Global,$68.26 - $75.00 an hour,"Thorough understanding of project management techniques and methods.
Excellent knowledge of MS Office and project management software (Jira, Confluence, MS…","Bethesda, MD•Remote",1
4415,Project Manager III,Kforce,,"Manage project resources including procuring project staff, developing, motivating, coaching and advising.
Project Manager III will develop, track and manage…","Herndon, VA 20170",5
4416,ERP Project Manager,Crossroads RMC LLC,"$120,000 - $150,000 a year",Performing work in the project plan to accomplish the project objectives under the project scope statement / Statement of Work (SOW).,United States•Remote,3
4417,Radiology Software Project Manager (Remote Position),Magview,"$50,000 - $65,000 a year",Provide direction and oversight throughout the project lifecycle to project team to meet applicable business requirements.,United States•Remote,4
4418,Junior Technical Project Manager (Permanently Remote),Clarity Ventures,"$40,000 - $75,000 a year",Clarity Ventures is seeking a project manager (with heavy emphasis on being a customer advocate) to work with accounts and provide them updates on a regular…,United States•Remote,1
4419,Sr. IT Project Manager,Voca,,"A Project Manager is responsible for driving moderately complex projects and/or components/phases of larger, more complex projects.",United States,1
4420,"Technical Project Manager (Remote, Work From Home)",Another Source,,"1-3 years experience as a manager of technical projects.
Develop comprehensive project plans that merge requirements with company goals and coordinate various…",United States•Remote,2
4421,DaaS Project Manager,Leidos,,"Ensuring project status reporting is accurate and timely and required project deliverables meet quality and compliance standards.
Top Secret/SCI with Polygraph.","Alexandria, VA 22314 (Southwest Quadrant area)+3 locations",4
4422,Data Manager - SME -TS/SCI w/ Poly,General Dynamics,,Assists management in estimating the costs of system solutions and preparing project plans to provide input into decisions about prioritizing projects and…,"McLean, VA",7
4423,Project Manager,Ho-Chunk,,The project manager takes the responsibility of a specific project or several projects within a Risk Management / IT /Software implementation / development back…,"Washington, DC",3
4424,Oracle Cloud Project Portfolio Management (PPM) Consultant,Deloitte,,"For our clients, our Oracle ERP Cloud Consultants reduce cost and support innovation at the enterprise level by managing business requirements and leading the…","Rosslyn, VA 22209 (Radnor-Ft Myer Heights area)+1 location",4
4425,Task Order Project Manager,Tri-Cor Industries,,"Serves as the project manager for a large, complex task order (or a group of task orders affecting the same system) and shall assist the Program Manager in…","Reston, VA 20190",3
4426,Software Project Manager,Newbrook,,You will work as a project manager providing a comprehensive range of oversight and system engineering activities supporting the dynamic needs of the various…,"Washington, DC 20032 (Anacostia area)",2
4427,Technical Project Manager,MetroStar,,Proven project management expert with ability to utilize effective project management skills and tools to effectively communicate all facets of a project with…,"Washington, DC",2
4428,Project/Program Manager,Insight Global,$68.26 - $75.00 an hour,"Thorough understanding of project management techniques and methods.
Excellent knowledge of MS Office and project management software (Jira, Confluence, MS…","Bethesda, MD•Remote",5
4429,ERP Project Manager,Crossroads RMC LLC,"$120,000 - $150,000 a year",Performing work in the project plan to accomplish the project objectives under the project scope statement / Statement of Work (SOW).,United States•Remote,1
4430,Radiology Software Project Manager (Remote Position),Magview,"$50,000 - $65,000 a year",Provide direction and oversight throughout the project lifecycle to project team to meet applicable business requirements.,United States•Remote,6
4431,Junior Technical Project Manager (Permanently Remote),Clarity Ventures,"$40,000 - $75,000 a year",Clarity Ventures is seeking a project manager (with heavy emphasis on being a customer advocate) to work with accounts and provide them updates on a regular…,United States•Remote,3
4432,Sr. IT Project Manager,Voca,,"A Project Manager is responsible for driving moderately complex projects and/or components/phases of larger, more complex projects.",United States,6
4433,NetSuite Project Manager,"SquareWorks Consulting, LLC",,"Facilitate resolution of project escalations.
Ability to manage multiple projects concurrently.
Strong experience with ERP projects and implementations.",United States•Remote,2
4434,Program Manager,ManTech International Corporation,,"Ten (10) years experience as a program or project manager in managing programs and contracts of similar scope, type, and complexity is required.","College Park, MD+2 locations",2
4435,Data Manager - SME -TS/SCI w/ Poly,General Dynamics,,Assists management in estimating the costs of system solutions and preparing project plans to provide input into decisions about prioritizing projects and…,"McLean, VA",4
4436,Cyber Security Program Manager,BAE Systems,,"At least 10 years of demonstrated experience in staffing large-scale, complex IT programs/projects with properly trained and qualified personnel.","Sterling, VA 20166",3
4437,Scrum Master,TEKsystems,,Certified SAFE Scrum Master (alternatively Certified Scrum Master; nice-to-have: Certified SAFE Advanced Scrum Master); PMP Certified preferred.,"Hanover, MD 21076",2
4438,Cloud Support IT Program Manager,Dezign Concepts LLC,,View All Jobs: Dezign Concepts Careers Portal 20210914-1202-01 Job Summary The Sponsor’s office is helping to accelerate mission delivery and connect…,"Herndon, VA 20171",3
